"Name","Address","Industry","Type","Est. of Ownership","National ID","SIC Code"
"IVOCLAR VIVADENT AKTIENGESELLSCHAFT","Bendererstrasse 2, SCHAAN, 9494, FL, LIECHTENSTEIN","Services","Corporation","1923","FL00010015957 UID","Dental laboratory (8072)"
"ArcelorMittal","Boulevard d'Avranches 24-26, LUXEMBOURG, 1160, LUXEMBOURG","Manufacturing","Corporation","2001","B82454","Mfg electrometallurgical products-ex stee (3313)"
"ArcelorMittal Sourcing","Boulevard d'Avranches 24-26, LUXEMBOURG, 1160, LUXEMBOURG","Wholesale Trade","Partnership Of Unknown Type","2008","B59577","Whol coal/minerals/ores (5052)"
"Amazon Europe Core S.à r.l.","Avenue John F. Kennedy 38, LUXEMBOURG, 1855, LUXEMBOURG","Services","Corporation","2016","B180022","Data processing/preparation (7374)"
"FERRERO TRADING LUX S.A.","rte de Trèves 16, NIEDERANVEN, 2633, LUXEMBOURG","Wholesale Trade","Corporation","1993","B46117","Whol confectionery (5145)"
"Amazon Services Europe S.à r.l.","Avenue John F. Kennedy 38, LUXEMBOURG, 1855, LUXEMBOURG","Services","Corporation","2018","B93815","Data processing/preparation (7374)"
"Vodafone Procurement Company S. à r.l.","rue Edward Steichen 15, LUXEMBOURG, 2540, LUXEMBOURG","Wholesale Trade","Corporation","2009","B97920","Whol electronic parts/equipment (5065)"
"Swiss Re Europe S.A.","rue Edward Steichen 2, LUXEMBOURG, 2540, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","2012","B25242","Insurance agent/broker (6411)"
"Svenska Handelsbanken AB (publ) - Luxembourg Branch","r. Bender 15, LUXEMBOURG, 1229, LUXEMBOURG","Services","Foreign Company","1995","B39099","Business services (7389)"
"Amazon Web Services EMEA SARL","Avenue John F. Kennedy 38, LUXEMBOURG, 1855, LUXEMBOURG","Services","Corporation","2018","B186284","Data processing/preparation (7374)"
"Ikom Invest S.A.","Op der Gare 1, MANTERNACH, 6850, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","2018","B229458","Holding company (6719)"
"ArcelorMittal","Boulevard d'Avranches 24-26, LUXEMBOURG, 1160, LUXEMBOURG","Manufacturing","Corporation","2001","B82454","Mfg electrometallurgical products-ex stee (3313)"
"Ikom Invest S.A.","Op der Gare 1, MANTERNACH, 6850, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","2018","B229458","Holding company (6719)"
"SOCFINAF S.A.","Avenue Guillaume 4, LUXEMBOURG, 1650, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","1962","B6225","Holding company (6719)"
"VREP Neuss S.à r.l.","RUE EDWARD STEICHEN 14, LUXEMBOURG, 2540, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","2018","B229693","Holding company (6719)"
"Aperam","Guillaume Kroll 12C, LUXEMBOURG, 1882, LUXEMBOURG","Services","Corporation","2010","B155908","Business services (7389)"
"VWR International Europe S.àR.L.","boulevard F.W. Raiffeisen 15, LUXEMBOURG, 2411, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","2018","B101701","Holding company (6719)"
"Ministère de l'Education nationale, de l'Enfance et de la Jeunesse","Rue Aldringen 29, LUXEMBOURG, 1118, LUXEMBOURG","Public Sector","Unknown Type","1846","","General government (9199)"
"POST Luxembourg","rue de Reims 20, LUXEMBOURG, 2417, LUXEMBOURG","Transportation, Communications, Electric, Gas, and Sanitary Services","Unknown Type","1992","J28","Communication services (4899)"
"W.M.A., WORLD MANAGEMENT ASSISTANCE Sàrl","Rue Jean-Pierre Brasseur 4, LUXEMBOURG, 1258, LUXEMBOURG","Finance, Insurance, and Real Estate","Corporation","1998","B65434","Holding company (6719)"
"Amazon EU S.à r.l.","avenue John F. Kennedy 38, LUXEMBOURG, 1855, LUXEMBOURG","Retail Trade","Corporation","2018","B101818","Ret mail-order house (5961)"
"ODEON TOURISM INTERNATIONAL MALTA LIMITED","JCR OFFICES 4-6, TRIQ IN-NEGOZJU,ZONE 3, CENTRAL BUSINESS DISTR, BIRKIRKARA, CBD 3000, MALTA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2010","C49437 Regn.No","Travel agency (4724)"
"HC TRADING MALTA LIMITED","NO. 2, GERALDU FARRUGIA STREET, ZEBBUG, ZBG 4351, MALTA","Manufacturing","Corporation","1996","C37587 Regn.No","Mfg hydraulic cement (3241)"
"ADVAITA TRADE PRIVATE LIMITED","Susan Court, B1, Triq il-Prinjolata, TA' XBIEX, XBX 1130, MALTA","Wholesale Trade","Unknown Type","2014","OC 834 Regn.No","Metals service center (5051)"
"B&J Holdings Limited","93 Mill Street, QORMI, QRM 3102, MALTA","Finance, Insurance, and Real Estate","Corporation","2013","","Holding company (6719)"
"GFS INVESTMENTS LIMITED","BLOCK 19, APARTMENT 17,VINCENTI BUILDINGS,STRAIT STREET, VALLETTA, VLT 1432, MALTA","Finance, Insurance, and Real Estate","Corporation","2011","C 54651 Regn.No","Holding company (6719)"
"KING.COM LIMITED","Aragon House Business Centre, Dragonara Road, ST. JULIANS, STJ 3140, MALTA","Finance, Insurance, and Real Estate","Corporation","2007","C42504 Regn.No","Holding company (6719)"
"PALMALI HOLDING COMPANY LIMITED","VILLA AURORA, 14-16 PRINCESS ELIZABETH STREET, TA' XBIEX, XBX 1102, MALTA","Finance, Insurance, and Real Estate","Corporation","2004","C34440 Regn.No","Holding company (6719)"
"NORASIA CONTAINER LINES LIMITED","18/2 South Street, Valletta, VLT 1102, MALTA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2000","C26434 Regn.No","Water transport services (4499)"
"O.W. BUNKER MALTA LIMITED","18/2 South Street, Valletta, VLT1102, MALTA","Wholesale Trade","Corporation","1999","C 22059 Regn.No","Whol petroleum products (5172)"
"Actavis International Limited","4 SQAQ TAL-GIDI OFF VALLETTA ROAD, LUQA, LQA 6000, MALTA","Wholesale Trade","Corporation","2004","","Whol drugs/sundries (5122)"
"PALATINA INSURANCE LIMITED","Floor 1, 36 FLOOR 1, STRAND TOWERS, 36, THE STRAND,, SLIEMA, SLM1022, MALTA","Finance, Insurance, and Real Estate","Corporation","2008","","Accident/health insurance carrier (6321)"
"THE GOVERNMENT OF MALTA","Castille Place, Valletta, VLT 2000, MALTA","Public Sector","Corporation","1964","GM 1 Regn.No","General government (9199)"
"Premier Capital p.l.c.","NINETEEN TWENTY THREE VALLETTA ROAD, MARSA, MRS3000, MALTA","Finance, Insurance, and Real Estate","Corporation","2005","C 36522 Regn.No","Holding company (6719)"
"DEPARTMENT OF HEALTH","15 Merchants Street, Valletta, C M R 02, MALTA","Services","Corporation","1988","","Health/allied services (8099)"
"GFS INVESTMENTS LIMITED","BLOCK 19, APARTMENT 17,VINCENTI BUILDINGS,STRAIT STREET, VALLETTA, VLT 1432, MALTA","Finance, Insurance, and Real Estate","Corporation","2011","C 54651 Regn.No","Holding company (6719)"
"AMDAP LTD","FLAT 2, NO 40, MISTRAL, TRIQ L-ISPIERA, SWIEQI, SWQ 3081, MALTA","Finance, Insurance, and Real Estate","Corporation","2009","C46347 Regn.No","Holding company (6719)"
"CRYNSSEN PHARMA GROUP LTD","C1, MIDLAND MICRO ENTERPRISE PARK, BURMARRAD ROAD, NAXXAR, NXR 6345, MALTA","Finance, Insurance, and Real Estate","Corporation","2013","C 59671 Regn.No","Holding company (6719)"
"MINSTRY FOR SOCIAL POLICY","MALTA","Unknown industry","Corporation","","","Non classified establishment (9999)"
"MALTA INVESTMENT MANAGEMENT COMPANY LTD","UB 14-15, Trade Centre, San Gwann Industrial Estate, BIRKIRKARA, Q R M 09, MALTA","Finance, Insurance, and Real Estate","Corporation","1988","","Open-end management investment (6722)"
"WORKS DEPARTMENT - GOVERNMENT OF MALTA","MALTA","Public Sector","Corporation","1991","","Administrative general economic programs (9611)"
"BAIN MER CERCL ETRANGER MONACO","Place Du Casino, Monaco, 98000, MONACO","Services","Foreign Company","1957","77575187800015 SIRET","Membership sport/recreation club (7997)"
"CENTRE HOSPITALIER PRINCESSE GRACE","1 avenue Pasteur, Monaco, 98000, MONACO","Services","Local Government Body","1902","FR12000036375","General hospital (8062)"
"LAGARDERE ACTIVE BROADCAST","roc Fleuri, 1 rue du Tenao, Monaco, 98000, MONACO","Services","Foreign Company","1968","77575177900056 SIRET","Advertising agency (7311)"
"CARREFOUR MONACO S.N.C.","Centre Commercial De Fontvieille Lot N, 27 Avenue Prince Albert Ii, Monaco, 98000, MONACO","Retail Trade","Partnership Of Unknown Type","1992","92S02820 N°RCI","Ret groceries (5411)"
"PASTOR ET FILS","25 chemin des Revoires, Monaco, 98000, MONACO","Construction","Foreign Company","2016","56S00353 N°RCI","Trade contractor (1799)"
"SOC RADIO MONTE CARLO","10 quai Antoine 1er, Monaco, 98000, MONACO, MONACO","Transportation, Communications, Electric, Gas, and Sanitary Services","Foreign Company","1973","78818528800016 SIRET","Radio broadcast station (4832)"
"TEST JM","14, Rue Des Envies, Monaco, 98000, MONACO","Manufacturing","Corporation","","78945612378","Mfg optical instruments/lenses (3827)"
"SAM LABORATOIRES FORTE PHARMA","41 Otto, Monaco, 98000, MONACO, MONACO","Services","Foreign Company","1999","43007218100026 SIRET","Medical laboratory (8071)"
"SERVICE DES PARKINGS PUBLICS","24 rue du Gabian, Monaco, 98000, MONACO","Public Sector","Local Government Body","1998","","General government (9199)"
"BNP PARIBAS","1 boulevard des Moulins, Monaco, 98000, MONACO","Finance, Insurance, and Real Estate","Foreign Company","2020","67S01164 N°RCI","National commercial bank (6021)"
"BAIN MER CERCL ETRANGER MONACO","Place Du Casino, Monaco, 98000, MONACO","Services","Foreign Company","1957","77575187800015 SIRET","Membership sport/recreation club (7997)"
"CENTRE HOSPITALIER PRINCESSE GRACE","1 avenue Pasteur, Monaco, 98000, MONACO","Services","Local Government Body","1902","FR12000036375","General hospital (8062)"
"Sam Mont?-Carlo Limousine","12 avenue des Spelugues, Monaco, 98000, MONACO","Services","Corporation","","","Passenger car rental (7514)"
"PASTOR ET FILS","25 chemin des Revoires, Monaco, 98000, MONACO","Construction","Foreign Company","2016","56S00353 N°RCI","Trade contractor (1799)"
"CARREFOUR MONACO S.N.C.","Centre Commercial De Fontvieille Lot N, 27 Avenue Prince Albert Ii, Monaco, 98000, MONACO","Retail Trade","Partnership Of Unknown Type","1992","92S02820 N°RCI","Ret groceries (5411)"
"SERVICE DES PARKINGS PUBLICS","24 rue du Gabian, Monaco, 98000, MONACO","Public Sector","Local Government Body","1998","","General government (9199)"
"SAM LABORATOIRES FORTE PHARMA","41 Otto, Monaco, 98000, MONACO, MONACO","Services","Foreign Company","1999","43007218100026 SIRET","Medical laboratory (8071)"
"DIRECTION DE L'AMENAGEMENT URBAIN","22 quai Jean Charles Rey, Monaco, 98000, MONACO","Public Sector","Local Government Body","2010","FR18000033661","General government (9199)"
"CAISSES SOCIALES DE MONACO","11 rue Louis Notari, Monaco, 98000, MONACO","Services","Unknown Type","1941","","Residential care services (8361)"
"TEST JM","14, Rue Des Envies, Monaco, 98000, MONACO","Manufacturing","Corporation","","78945612378","Mfg optical instruments/lenses (3827)"
"Trafigura Beheer B.V.","Evert van de Beekstraat 1 5th floor 82 82, Luchthaven Schiphol, 1118 CL, NOORD-HOLLAND, NETHERLANDS","Wholesale Trade","Corporation","1983","33236939 KvK","Whol petroleum products (5172)"
"EXOR N.V.","Gustav Mahlerplein 25 A, Amsterdam, 1082 MS, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2021","64236277 KvK","Holding company (6719)"
"BMW Holding B.V.","Einsteinlaan 5, Rijswijk ZH, 2289 CC, ZUID-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2009","27108701 KvK","Holding company (6719)"
"Imbema-Holland B.V.","Mauritsstraat 5, Haarlem, 2011 VN, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","1947","34018873 KvK","Holding company (6719)"
"Koninklijke Ahold Delhaize N.V.","Provincialeweg 11, Zaandam, 1506 MA, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2021","35000363 KvK","Holding company (6719)"
"Airbus SE","Mendelweg 30, Leiden, 2333 CS, ZUID-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Foreign Company","2013","24288945 KvK","Holding company (6719)"
"Stryker Nederland B.V.","Herikerbergweg 145, Amsterdam, 1101 CN, NOORD-HOLLAND, NETHERLANDS","Wholesale Trade","Corporation","2007","17095884 KvK","Whol medical/hospital equipment (5047)"
"D. TRADING B.V.","Strawinskylaan 1531 toren B, Amsterdam, 1077 XX, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2018","73358355 KvK","Holding company (6719)"
"Perseus Holding B.V.","Krijgsman 75, Amstelveen, 1186 DR, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2021","62093177 KvK","Trust management (6733)"
"Dell Global B.V.","Transformatorweg 38, Amsterdam, 1014 AK, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2017","33238739 KvK","Holding company (6719)"
"Unilever Overseas Holdings B.V.","Onbekend Nederlands Adre, Onbekend, 0000AA, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","1999","24147166 KvK","Holding company (6719)"
"Home Credit Group B.V.","Strawinskylaan 933, Amsterdam, 1077 XX, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2017","69638284 KvK","Holding company (6719)"
"Johnson Controls International B.V.","Avelingen-West 5, Gorinchem, 4202 MS, ZUID-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","1991","24181048 KvK","Holding company (6719)"
"CBRE GWS Integrated Facility Management B.V.","Anthony Fokkerweg 15, Amsterdam, 1059 CM, NOORD-HOLLAND, NETHERLANDS","Services","Corporation","2019","33273785 KvK","Building maintenance services (7349)"
"Stichting Administratiekantoor Unilever","Hoogoorddreef 15, Amsterdam, 1101 BA, NOORD-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Non Profit Organization","2005","34235781 KvK","Holding company (6719)"
"Lexington International B.V.","Laan op Zuid 167, Rotterdam, 3072 DB, ZUID-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2013","24253286 KvK","Security broker/dealer (6211)"
"ROYAL DUTCH SHELL plc","Carel van Bylandtlaan 30, 's-Gravenhage, 2596 HR, ZUID-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Foreign Company","2021","34179503 KvK","Holding company (6719)"
"Volvo Construction Equipment B.V.","Energieweg 5, Groot Ammers, 2964 LE, ZUID-HOLLAND, NETHERLANDS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2018","29046290 KvK","Freight transportation arrangement (4731)"
"Steinhoff International Holdings N.V.","Onbekend Nederlands Adre, Onbekend, 0000AA, NETHERLANDS","Finance, Insurance, and Real Estate","Corporation","2019","63570173 KvK","Holding company (6719)"
"Stichting Rho","Weena 505, Rotterdam, 3013 AL, ZUID-HOLLAND, NETHERLANDS","Finance, Insurance, and Real Estate","Non Profit Organization","1984","24151557 KvK","Holding company (6719)"
"AZIENDA AUTONOMA DI STATO PER I LAVORI PUBBLICI","VIA XXVIII LUGLIO 50, SAN MARINO DI RSM, 47890, SAN MARINO","Construction","Non Profit Organization","1984","","Operative builders (1531)"
"COLOMBINI SPA","STRADA CA' VALENTINO 124, SAN MARINO DI RSM, 47890, SAN MARINO","Manufacturing","Corporation","1965","91077130408","Mfg wood household furniture (2511)"
"MELONI WALTER SPA","STRADA LA CIARULLA 94, SAN MARINO DI RSM, 47899, SAN MARINO","Wholesale Trade","Corporation","1975","","Whol drugs/sundries (5122)"
"ASA SAN MARINO SPA","STRADA DEI CENSITI 18/20, SAN MARINO DI RSM, 47890, SAN MARINO","Manufacturing","Corporation","1959","91054580401","Mfg metal cans (3411)"
"CARTIERA CIACCI SPA","VIA FABRIZIO DA MONTEBELLO 29, SAN MARINO DI RSM, 47892, SAN MARINO","Manufacturing","Corporation","1947","","Mfg stationery products (2678)"
"SIT SPA - STAMPA IMBALLAGGI TRASPARENTI","STRADA DEL SABATTINO 62, SAN MARINO DI RSM, 47896, SAN MARINO","Manufacturing","Corporation","1971","91050680403","Mfg plastic products (3089)"
"LABORATORIO CHIMICO-FARMACEUTICO SAMMARINESE SPA","STRADA DEL MARANO 95, SAN MARINO DI RSM, 47896, SAN MARINO","Manufacturing","Corporation","1983","91051580404","Mfg agricultural chemicals (2879)"
"BANCA DI SAN MARINO SPA","STRADA DELLA CROCE 39, SAN MARINO DI RSM, 47890, SAN MARINO","Finance, Insurance, and Real Estate","Corporation","1920","91073660408","National commercial bank (6021)"
"CASSA DI RISPARMIO DELLA REPUBBLICA DI SAN MARINO SPA","PIAZZETTA DEL TITANO 2, SAN MARINO DI RSM, 47890, SAN MARINO","Finance, Insurance, and Real Estate","Corporation","1882","91074940403","National commercial bank (6021)"
"ISTITUTO SICUREZZA SOCIALE","VIA SCIALOJA 20, SAN MARINO DI RSM, 47890, SAN MARINO","Services","Non Profit Organization","2006","","Individual/family services (8322)"
"COLOMBINI SPA","STRADA CA' VALENTINO 124, SAN MARINO DI RSM, 47890, SAN MARINO","Manufacturing","Corporation","1965","91077130408","Mfg wood household furniture (2511)"
"ISTITUTO SICUREZZA SOCIALE","VIA SCIALOJA 20, SAN MARINO DI RSM, 47890, SAN MARINO","Services","Non Profit Organization","2006","","Individual/family services (8322)"
"INDUSTRIA MOBILI COLOMBINI S.A.","DOGANA DI RSM, 47891, SAN MARINO","Manufacturing","Corporation","1980","","Mfg wood household furniture (2511)"
"AZIENDA AUTONOMA DI STATO PER I LAVORI PUBBLICI","VIA XXVIII LUGLIO 50, SAN MARINO DI RSM, 47890, SAN MARINO","Construction","Non Profit Organization","1984","","Operative builders (1531)"
"TITAN BAGNO SA","STRADA ASCRITTI 7, FAETANO DI RSM, 47896, SAN MARINO","Manufacturing","Corporation","1977","","Mfg pressed/blown glass (3229)"
"SIT SPA - STAMPA IMBALLAGGI TRASPARENTI","STRADA DEL SABATTINO 62, SAN MARINO DI RSM, 47896, SAN MARINO","Manufacturing","Corporation","1971","91050680403","Mfg plastic products (3089)"
"INDUSTRIA MOBILI COLOMBINI S.A.","SAN MARINO DI RSM, 47890, SAN MARINO","Manufacturing","Corporation","1965","","Mfg wood household furniture (2511)"
"SCM INDUSTRIA SPA","STRADA DEGLI ANGARIARI 10, SAN MARINO DI RSM, 47891, SAN MARINO","Manufacturing","Corporation","1975","","Mfg electrical equipment/supplies (3699)"
"A.A.S.S. AZIENDA AUTONOMA DI STATO PER I SERVIZI PUBBLICI","VIA ANDREA DI SUPERCHIO 16, SAN MARINO DI RSM, 47893, SAN MARINO","Services","Non Profit Organization","1982","","Individual/family services (8322)"
"AZIENDA AUTONOMA DI STATO PER I SERVIZI PUBBLICI","Via Andrea di Superchio,16, SAN MARINO DI RSM, 47893, SAN MARINO","Public Sector","Non Profit Organization","1981","","General government (9199)"
"GAZPROM Schweiz AG","Poststrasse 2, ZUG, 6300, ZUG, SWITZERLAND","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1999","CHE-101.179.043 UID","Natural gas distribution (4924)"
"Nestlé S.A.","Avenue Nestlé 55, VEVEY, 1800, VAUD, SWITZERLAND","Finance, Insurance, and Real Estate","Corporation","1866","CHE-105.909.036 UID","Holding company (6719)"
