active_group_links,active_group_names,active_group_periods,active_years,age,albums,awards,birthday,bloodtype,company_links,company_names,company_periods,country,debut,debut_to_1st_win,education,fandom,former_group_links,former_group_names,former_group_periods,full_name,fun_facts,gender,height,hometown,introduction,korean_stage_name,kpopping_rank,languages,native_name,personality_type,profile_link,socials,stage_name,training_period,weight,zodiac_sign
,,,2007-2021,35 years old,0,0,"August 12, 1986",,"https://kpopping.com/company/Outlive,https://kpopping.com/company/All-Right-Music","Outlive,All Right Music","January 1, 2019 - present,January 1, 2017 - December 31, 2018,2007-2021,4912th",South Korea,,,,,,,,Lee Cheol-joo,,M,,Daegu,"Basick (베이식), born Lee Cheol-joo (이철주) is a South Korean rapper who debuted under Jiggy Fellaz in 2008.",베이식,4912th,,이철주,,https://kpopping.com/profiles/idol/Basick,"https://www.instagram.com/realbasick,https://soundcloud.com/realbasick",Basick,,,Leo
,,,2011-2021,29 years old,0,0,"September 5, 1992",B,https://kpopping.com/company/WM-Entertainment,WM Entertainment,"April 23, 2011 - June 30, 2018,April 23, 2011,756 days,2011-2021,Korean,Gwangju Jeil High School,1638th,BANA",South Korea,"April 23, 2011",756 days,Gwangju Jeil High School,BANA,https://kpopping.com/profiles/group/B1A4,B1A4,(2011-2021),Cha Sun Woo,"When Baro was a trainee, he asked his hometown idol TVXQ's Yunho for an autograph. He signed let's meet on stage soon and two years later when they did, Yunho remembered him.,Baro was inspired to be a singer after attending Tiger JK's concert.,One of Baro's nicknames is Alvin from Alvin & the Chipmunks because he looks like a squirrel.,Baro is known to hate being called oppa.,Baro has always worn caps since being a kid to the point that he would feel uncomfortable without one even after debuting.,Baro was first discovered on his friend's Cyworld main page by a company representative.",M,"5'10"" (178 cm)",Gwangju,"Baro, is a South Korean singer, rapper and actor. He is also a former member of South Korean boy group B1A4.",바로,1638th,Korean,차선우,,https://kpopping.com/profiles/idol/Baro,https://www.instagram.com/baroganatanatda/,Baro,,138.9 lbs (63 kg),Virgo
https://kpopping.com/profiles/group/VAV,VAV,(2015-2021),2015-2021,29 years old,0,0,"April 19, 1992",A,,,"October 31, 2015,2015-2021,Korean, English,1228th",South Korea,"October 31, 2015",,,,,,,Choi Chung Hyeob,"He can speak English.,Baron used to be in a dance team before debuting.,His favorite musical artists are Yoo Seun Jung, Eric Benet and BIGBANG's Taeyang.,His favorite colors are white and blue.,Baron doesn’t like spicy food.,He has a habit of biting his lips.,He can play the piano.,He has an older sister.,His hobbies are listening to music and exercising.,His favorite movie is “About Time”.",M,"5'11"" (180 cm)",Osan,"Baron (바론) is a member of A Team Entertainment's boy group VAV (Very Awesome Voice). Born as Choi Chung Hyeob in Osan South Korea, Baron has always been passionate about Dancing and Playing the Piano. In 2015, he was able to debut with the group.",바론,1228th,"Korean,English",최충협,,https://kpopping.com/profiles/idol/Baron,https://www.instagram.com/baron.vav/,Baron,,132.3 lbs (60 kg),Aries
,,,2012-2021,31 years old,0,0,"October 8, 1990",AB,,,"2012-2021,Korean,3236th",South Korea,,,,,https://kpopping.com/profiles/group/Bigstar,Bigstar,(2012-2021),Lee Youngjun,"He enlisted in the military on February 27, 2017",M,"5'9"" (175 cm)",,"Baram is a rapper in the group Bigstar. In February of 2017, he announced that he was enlisting.",,3236th,Korean,바람,,https://kpopping.com/profiles/idol/Baram,,Baram,,,Libra
https://kpopping.com/profiles/group/Du7,Du7,(2019-2021),2019-2021,,0,0,,,,,"2019-2021,3105th",Thailand,,,,,,,,,,M,,Bangkok,Bangkokboy is a Thai-Korean rapper who debuted under Du7 in 2019.,,3105th,,,,https://kpopping.com/profiles/idol/Bangkokboy,"https://twitter.com/bangkokboykub,https://www.instagram.com/bangkokboy.du7,https://soundcloud.com/bangkokboy",Bangkokboy,,,
https://kpopping.com/profiles/group/Lucente,Lucente,(? - ?),,25 years old,0,0,"May 12, 1996",0,,,"Korean,2168th",South Korea,,,,,,,,Bae Seongyeob,"Bao was a trainee under Nega Networks before joining Noga Entertainment.,Bao is a former member of LC9.",M,"5'12"" (182 cm)",,Bao is a member of the South Korean boy group Lucente.,바오,2168th,Korean,배성엽,,https://kpopping.com/profiles/idol/Bao,"https://twitter.com/Lucente_Bao,https://www.instagram.com/bao_dayday/",Bao,,,Taurus
"https://kpopping.com/profiles/group/3RACHA,https://kpopping.com/profiles/group/Stray-Kids","3RACHA,Stray Kids","(2017-2021),(2018-2021)",2015-2021,24 years old,0,0,"October 3, 1997",0,,,"March 25, 2018,2015-2021,English, Korean, Japanese,2010 - 2017,Cheongdam High School,ENFJ-T,63rd,STAY",South Korea,"March 25, 2018",,Cheongdam High School,STAY,,,,Christopher Bang,"According to Changbin, Bang Chan is the busiest member of Stray Kids. He does the music editing and matches the choreography.,If he wasn’t in Stray Kids, Bang Chan would be a kangaroo, actor, or athlete.,When he was 8, Bang Chan broke the record for his school’s swim carnival for a 50-minute freestyle swim.,Bang Chan sees himself as an independent person who does things alone.,Chan used to train with GOT7, TWICE, and DAY6; He is friends with them.,Chan's favorite season is autumn.,He has a younger sister and younger brother named Hannah and Lucas respectively.,Chan has a dog named Berry.,Chan trained the longest among SKZ for 7 years.,Bang Chan is a fan of,.",M,"5'7"" (171 cm)",Seoul,,방찬,63rd,"English,Korean,Japanese",Christopher Bang,ENFJ-T,https://kpopping.com/profiles/idol/Bang-Chan,https://open.spotify.com/user/straykidsofficial/playlist/6LsYGBb2S5mbVXwFuFW1sa,Bang Chan,2010 - 2017,,Libra
https://kpopping.com/profiles/group/JUST-B,JUST B,(2018-2021),2018-2021,20 years old,0,0,"May 4, 2001",AB,,,"June 30, 2021,2018-2021,Korean, English, Japanese, Mandarin,2 years and 3 months,1466th",South Korea,"June 30, 2021",,,,,,,Song Byeong Hee,,M,"5'12"" (182 cm)",,"Song Byeonghee (송병희), also known as Bain, is a member of boy group JUST B under Bluedot Entertainment. He was first known as a contestant of the survival program ""Under Nineteen"" and member of the pre-debut group ""Play M Boys"".",병희,1466th,"Korean,English,Japanese,Mandarin",송병희,,https://kpopping.com/profiles/idol/Bain,,Bain,2 years and 3 months,145.5 lbs (66 kg),Taurus
,,,2014-2021,24 years old,1,0,"May 2, 1997",B,"https://kpopping.com/company/ABYSS-Company,https://kpopping.com/company/JYP-Entertainment","ABYSS Company,JYP Entertainment","March 5, 2021 - present,January 16, 2014 - January 19, 2021,January 16, 2014,628 days,2014-2021,Korean, English, Thai,2010-2014,Pramoch Wittaya Ramindra School,ESTJ,202nd,Ahgase",Thailand,"January 16, 2014",628 days,Pramoch Wittaya Ramindra School,Ahgase,https://kpopping.com/profiles/group/GOT7,GOT7,(2014-2021),Kunpimook Bhuwakul,"Bambam is fluent in Thai, English, and Korean.,Members call him ""King of Fan Service"" He spends extra time talking to his fans, even if they’re in a rush to another schedule.,His favorite color is Blue.,When he was a kid, Bambam acted in the Hong Kong movie ""Fairytale Killer"" as the son of the lead character.,Bambam says that he doesn't know his brother's real name because it is too long.,His parents named him after the club-wielding baby named Bambam from ""The Flintstones"" because they wanted him to be strong just like the baby.,Bambam is the fourth artist from Thailand to debut in Korea.,His ideal type is a woman with a pretty smile.,Bambam’s seen Shark Tale over 50 times because Jackson makes them watch it every Friday night.,Got7 members think Bambam is only normal when he sleeps.",M,"5'10"" (178 cm)",Bangkok,,뱀뱀,202nd,"Korean,English,Thai",กันต์พิมุกต์ ภูวกุล,ESTJ,https://kpopping.com/profiles/idol/Bambam,"https://www.facebook.com/bambamxabyss/,https://twitter.com/bambam1a,https://www.vlive.tv/channel/869F13,https://www.instagram.com/bambam1a/,https://www.youtube.com/channel/UCHOet1pAQ-jlhonoQGqBf5g,https://www.tiktok.com/@bambamxabyss?,http://abysscompany.com/artist-bambam.html",Bambam,2010-2014,138.9 lbs (63 kg),Taurus
,,,1998-2005,42 years old,0,0,"April 12, 1979",B,,,"November 1, 1998,1998-2005,Korean,Soodo Technical High School,1722nd",South Korea,"November 1, 1998",,Soodo Technical High School,,https://kpopping.com/profiles/group/1TYM,1TYM,(1998-2005),Song Baekyoung,,M,"5'5"" (164 cm)",Seoul,Baekyoung is a member of the South Korean hip hop group 1TYM.,백경,1722nd,Korean,송백경,,https://kpopping.com/profiles/idol/Baekyoung,https://twitter.com/superfunkboy,Baekyoung,,152.1 lbs (69 kg),Aries
,,,2017-2021,26 years old,0,0,"July 6, 1995",AB,,,"December 5, 2019,2017-2021,2862nd",South Korea,"December 5, 2019",,,,https://kpopping.com/profiles/group/JxR,JxR,(2019-2021),Jung Baek-jin,,M,"5'9"" (174 cm)",,"Baekjin (백진), born Jung Baek Jin (정백진) is a South Korean singer and rapper under Vine Entertainment. He is one half of the duo JxR.",백진,2862nd,,정백진,,https://kpopping.com/profiles/idol/Baekjin,https://www.instagram.com/superjin______100/,Baekjin,,132.3 lbs (60 kg),Cancer
https://kpopping.com/profiles/group/E-LAST,E'LAST,(2019-2021),2019-2021,22 years old,0,0,"December 1, 1999",A,https://kpopping.com/company/DNA-Entertainment,DNA Entertainment,"August 25, 2017 - present,June 9, 2020,2019-2021,Korean, English,INFP,542nd,ELRING",South Korea,"June 9, 2020",,,ELRING,,,,Baek Sun-woo,,M,"5'11"" (180 cm)",Busan,Baek Gyeul (백결) is a South Korean singer under E Entertainment. He is a member of the upcoming boy group E'LAST.,백결,542nd,"Korean,English",백선우,INFP,https://kpopping.com/profiles/idol/Baekgyeol2,,Baekgyeol,,134.5 lbs (61 kg),Sagittarius
https://kpopping.com/profiles/group/GreatGuys,GreatGuys,(2017-2021),2007-2021,24 years old,0,0,"September 24, 1997",A,,,"2007-2021,Korean,2704th",South Korea,,,,,,,,Jung Semin,"His Hobbies are Listening to music, Watching dramas,Baekgyeol role models are singer Crush and BTS.,He likes to watch Mukbangs (eating shows).",M,"6'2"" (187 cm)",,,백결,2704th,Korean,정세민,,https://kpopping.com/profiles/idol/Baekgyeol,https://www.instagram.com/baekgyeol97/,Baekgyeol,,149.9 lbs (68 kg),Libra
"https://kpopping.com/profiles/group/EXO,https://kpopping.com/profiles/group/Exo-CBX,https://kpopping.com/profiles/group/SuperM,https://kpopping.com/profiles/group/EXO-K","EXO,Exo-CBX,SuperM,EXO-K","(2012-2021),(2016-2021),(2019-2021),(2012-2021)",2012-2021,29 years old,21,9,"May 6, 1992",0,https://kpopping.com/company/SM-Entertainment,SM Entertainment,"April 8, 2012 - present,April 8, 2012,432 days,2012-2021,Chinese, Korean, English,2008-2012,Kyung Hee Cyber University,ISFP,66th,EXO-L",South Korea,"April 8, 2012",432 days,Kyung Hee Cyber University,EXO-L,,,,Byun Baek-hyun,"Baekhyun and Chanyeol wrote the song ""Lucky"" together.,Baekhyun liked showering with D.O because he used to scrub his back.,Baekhyun made his solo debut with the song ""UN Village."",Baekhyun can unlock the bathroom door with chopsticks when the other members are showering.,Baekhyun only trained for 4 months under SM Entertainment.,Baekhyun made his solo debut with the song ""UN Village."",Baekhyun liked showering with D.O because he used to scrub his back.,Baekhyun can unlock the bathroom door with chopsticks when the other members are showering.,Baekhyun learned Hapkido for nine years and has even won a gold medal in a national competition.,Baekhyun doesn't like cucumbers at all, not even its smell. Once, his mother offered him 5,000 won (approximately $5) to eat a cucumber. But still, he didn't do it.",M,"5'9"" (174 cm)","Bucheon, Gyeonggi-do",,백현,66th,"Chinese,Korean,English",변백현,ISFP,https://kpopping.com/profiles/idol/Baekhyun,"https://twitter.com/B_hundred_Hyun,https://www.instagram.com/baekhyunee_exo/,https://www.youtube.com/channel/UCUyr5000laFgF79tWJB3rXQ",Baekhyun,2008-2012,127.9 lbs (58 kg),Taurus
"https://kpopping.com/profiles/group/NU-EST,https://kpopping.com/profiles/group/NU-EST-W","NU'EST,NU'EST W","(2012-2021),(2017-2018)",2012-2021,26 years old,1,0,"July 21, 1995",AB,,,"March 15, 2012,2012-2021,Korean,ENFP,1040th,L.O.Λ.E",South Korea,"March 15, 2012",,,L.O.Λ.E,,,,Kang Dong Ho,"Baekho's stage name was given by After School's Uee, which means ""White Tiger"",Baekho appeared in After School's MV for ""Play Ur Love"" and After School Blue's ""Wonderboy"" MV along with Ren, Minhyun, JR, Aron, and SEVENTEEN's S.Coups,Baekho got casted while playing with his friends in Jeju Island",M,"5'9"" (175 cm)",Jeju,,백호,1040th,Korean,강동호,ENFP,https://kpopping.com/profiles/idol/Baekho,,Baekho,,165.3 lbs (75 kg),Cancer
https://kpopping.com/profiles/group/EPEX,EPEX,(2021),2021,17 years old,0,0,"October 5, 2004",,https://kpopping.com/company/C9-Entertainment,C9 Entertainment,"January 1, 2020 - present,June 8, 2021,2021,Korean , Japanese , English,Dongsung High School,479th",South Korea,"June 8, 2021",,Dongsung High School,,,,,Kim Hyun Woo,,M,"6'2"" (186 cm)",,Baek Seung (백승) is a South Korean trainee under C9 Entertainment. He is a member of the pre-debut boy group C9ROOKIES.,백승,479th,"Korean,Japanese,English",김현우,,https://kpopping.com/profiles/idol/Baek-Seung,,Baek Seung,,141.1 lbs (64 kg),Libra
,,,2021,,0,0,,,,,"2021,3299th",South Korea,,,,,,,,Baek Jung-hun,,M,,,Baek Joong Hoon (백중훈) is a South Korean singer and musical actor. He is a contesant on Wild Idol. His brother is Mix Nine/ Produce X 101 contestant/ former JxR member Baek Jin.,백중훈,3299th,,백중훈,,https://kpopping.com/profiles/idol/Baek-Joong-Hoon,https://www.instagram.com/j.hun____,Baek Joong Hoon,,,
,,,2011-2021,33 years old,0,0,"October 25, 1988",,https://kpopping.com/company/KQ-Produce,KQ Produce,"January 1, 2016 - present,2011-2021,1240th",South Korea,,,,,,,,Lee Jongmin,,M,"5'9"" (175 cm)",,Babylon is a South Korean solo artist under KQ Entertainment.,,1240th,,이종민,,https://kpopping.com/profiles/idol/Babylon,"https://www.instagram.com/thebabylon/,https://www.youtube.com/user/CJENMMUSIC,http://kqent.com/producer/520",Babylon,,,Scorpio
,,,2019-2021,20 years old,0,0,"April 13, 2001",A,"https://kpopping.com/company/JTG-Entertainment,https://kpopping.com/company/n-CH-Entertainment","JTG Entertainment,n.CH Entertainment","January 1, 2020 - present,January 1, 2019 - December 31, 2019,2019-2021,5136th",South Korea,,,,,,,,Bae Si-jun,,M,,,Bae Si Jun (배시준) is a South Korean trainee under JTG Entertainment. He is a part of the trainee boy group JTG Boys.He is best known for participating in the reality show World Klass.,배시준,5136th,,배시준,,https://kpopping.com/profiles/idol/Bae-Si-Jun,https://www.instagram.com/bae_si_jun,Bae Si Jun,,,Aries
https://kpopping.com/profiles/group/The-Volunteers,The Volunteers,(2018-2021),2012-2021,24 years old,9,0,"June 26, 1997",B,"https://kpopping.com/company/JYP-Entertainment,https://kpopping.com/company/Blue-Vinyl,https://kpopping.com/company/Studio-J","JYP Entertainment,Blue Vinyl,Studio J","January 1, 2007 - September 13, 2019,November 6, 2019 - present,January 1, 2015 - September 13, 2019,October 5, 2012,2012-2021,Korean, English,2007-2012,Hamlin Performing Arts School,699th,Dreamer",South Korea,"October 5, 2012",,Hamlin Performing Arts School,Dreamer,https://kpopping.com/profiles/group/15,15&,(2012-2019),Baek Yerin,She graduated from the same school as 15& member Park Ji-min and Kim Yu-gyeom of Got7.,F,"5'5"" (165 cm)",Daejeon,"Yerin Baek (예린), also known as Baek Yerin, is a South Korean singer and songwriter under Blue Vinyl Entertainment. She was first known for appearing in the show ""Star King"" where she was nicknamed as a 'ballad genius'. Following her appearance in the variety show, Yerin became a JYP Entertainment trainee and debuted as a member of the duo 15&.",예린,699th,"Korean,English",백예린,,https://kpopping.com/profiles/idol/Baek-Yerin,"https://twitter.com/yerinbaek,https://www.instagram.com/yerin_the_genuine/?hl=en,https://www.youtube.com/c/YerinBaekOfficial/,http://me2day.net/ylin100",Baek Yerin,2007-2012,99.2 lbs (45 kg),Cancer
,,,2017-2021,28 years old,0,0,"March 20, 1993",,,,"2017-2021,4267th",South Korea,,,,,https://kpopping.com/profiles/group/S2U,S2U,(2017-2019),,,F,"5'3"" (160 cm)",,MiU (미유) is a South Korean singer. She was the leader of the girl group S2U.,미유,4267th,,,,https://kpopping.com/profiles/idol/MiU2,,MiU,,,Pisces
https://kpopping.com/profiles/group/Pink-Fantasy,Pink Fantasy,(2018-2021),2019-2021,19 years old,0,0,"June 13, 2002",,,,"2019-2021,2062nd",Japan,,,,,,,,Hanamori Miu,,F,"5'2"" (158 cm)",,Miu (미우) is a Japanese singer. She was a member of the pre-debut girl group MyDoll Girls.,미우,2062nd,,金森美海,,https://kpopping.com/profiles/idol/Miu,,Miu,,,Gemini
https://kpopping.com/profiles/group/APRIL,APRIL,(2015-2021),2015-2021,22 years old,1,0,"May 5, 1999",B,,,"August 24, 2015,2015-2021,Korean,Hanbat High School, Daejeon,406th",South Korea,"August 24, 2015",,"Hanbat High School, Daejeon",,,,,Lee Na-Eun,"She trained for four months before joining April.,Naeun is friends with Red Velvet's Seulgi, MAMAMOO's Moonbyul, and Oh My Girl's Hyojung. The name of their group chat is ""Egg Yolk."",She is close with Nayeon, Chaeyoung, and Tzuyu of Twice.,She is a fan of BLACKPINK.,She is a former JYP trainee.",F,"5'6"" (167 cm)",Cheongju,,나은,406th,Korean,이나은,,https://kpopping.com/profiles/idol/Naeun2,https://www.instagram.com/betterlee_0824/?hl=en,Naeun,,97 lbs (44 kg),Taurus
https://kpopping.com/profiles/group/Apink,Apink,(2011-2021),2011-2021,27 years old,0,0,"February 10, 1994",B,"https://kpopping.com/company/YG-Entertainment,https://kpopping.com/company/Play-M-Entertainment,https://kpopping.com/company/Plan-A-Entertainment","YG Entertainment,Play M Entertainment,Plan A Entertainment","May 3, 2021 - present,April 1, 2019 - April 29, 2021,April 19, 2011 - March 31, 2019,April 19, 2011,261 days,2011-2021,Korean,School of Performing Arts Seoul, Dongguk University,65th,Pink Panda",South Korea,"April 19, 2011",261 days,"School of Performing Arts Seoul, Dongguk University",Pink Panda,,,,Son Na Eun,"Naeun's english name is Marcella.,Naeun has a girl crush on Twice' Tzuyu.,Naeun joined We Got Married and her on-screen husband was SHINee's Taemin.,She enjoys tragic and sad movies.,Naeun's ideal type is someone who is honest and has a manly personality.,Naeun used to be a JYP trainee.,She auditioned by singing Wonder Girls' ""Sorry."",Naeun has a habit of touching her hair frequently and randomly.,Naeun describes herself as someone who is very dull and inexpressive.,Naeun and Girl's Generation's Sooyoung share the same birthday.",F,"5'5"" (164 cm)",Seoul,"Son Na Eun (손나은) is a South Korean singer and Actress. She is best known for being the Visual and Center of the Korean pop girl group APink. Aside from being one of the it girls of Kpop, Naeun has starred in numerous Music Videos, Movies, and even Dramas.",나은,65th,Korean,손나은,,https://kpopping.com/profiles/idol/Naeun,"https://twitter.com/Apinksne?lang=en,https://www.instagram.com/marcellasne_/?hl=en",Naeun,,99.2 lbs (45 kg),Aquarius
