active_years,agency_links,agency_names,association_links,association_names,birth_name,birth_place,bloodtype,family,family_links,fandom,fandom_colors,group_debut,height,instruments,legal_name,link,name,occupation,partner_links,partners,socials,solo_debut,weight
2015–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,"https://kpop.fandom.com//wiki/TWICE,https://kpop.fandom.com//wiki/JYP_Nation,https://kpop.fandom.com//wiki/SIXTEEN_(show)","TWICE,JYP Nation,SIXTEEN",Minatozaki Sana (湊崎 紗夏),"Tennōji, Osaka, Japan",B+,,,,Purple,"October 20, 2015",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Sana,Sana,Singer,,,https://twitter.com/Sanapomu,,45 kg (99 lb)
2015–present,,,https://kpop.fandom.com//wiki/SNUPER,SNUPER,Jo Sang-ho (조상호),"Changwon, Gyeongsang-do, South Korea",A,,,,,,183 cm,,,https://kpop.fandom.com/wiki/Sang_Ho_(SNUPER),Sang Ho,Singer,,,https://www.instagram.com/s___dear/,,59 kg
2010–present,"https://kpop.fandom.com//wiki/Brand_New_Music,https://kpop.fandom.com//wiki/JYP_Entertainment","Brand New Music,JYP Entertainment",,,Jung San (정산),"Bupyeong-gu, Incheon, South Korea",O,,,,,,175 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/San_E,San E,Rapper,,,"https://www.facebook.com/sanethebigboy,https://www.instagram.com/sanethebigboy/,https://twitter.com/san_e,https://www.youtube.com/channel/sane",,68 kg (150 lb)
2018–present,https://kpop.fandom.com//wiki/KQ_Entertainment,KQ Entertainment,"https://kpop.fandom.com//wiki/ATEEZ,https://kpop.fandom.com//wiki/KQ_Fellaz,https://kpop.fandom.com//wiki/SPARKLING_(2021_group)","ATEEZ,KQ Fellaz,SPARKLING",Choi San (최산),"Namhae, South Korea",B,,,,,"October 24, 2018",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/San_(ATEEZ),San,"Singer, actor",,,,,
2015–present,"https://kpop.fandom.com//wiki/Brave_Entertainment,https://kpop.fandom.com//wiki/Pledis_Entertainment","Brave Entertainment,Pledis Entertainment","https://kpop.fandom.com//wiki/SEVENTEEN,https://kpop.fandom.com//wiki/1PUNCH","SEVENTEEN,1PUNCH",Samuel Arredondo Kim,"Los Angeles, California, United States",A,,,Garnet,,,178 cm,,,https://kpop.fandom.com/wiki/Samuel,Samuel,"Singer, rapper, dancer",,,"https://www.facebook.com/braveentsamuel,https://www.instagram.com/its_kimsamuel/,https://www.tiktok.com/@samuelkimofficial,https://twitter.com/bravepunch_,https://channels.vlive.tv/DD443D,https://www.youtube.com/channel/UCKfFMnulgxbHyDPedK4V1cQ",,54 kg
2016–present,https://kpop.fandom.com//wiki/Antenna,Antenna,,K-Pop Star 3,Kim Gun-ji,"Washington State, USA",,,,,,,,Guitar,,https://kpop.fandom.com/wiki/Sam_Kim,Sam Kim,"Singer-songwriter, composer",,,"https://www.instagram.com/leegititssam/,https://cafe.naver.com/samkimofficial,https://twitter.com/leegititssam,https://www.youtube.com/channel/UCVZwtg0UzSN0PxiU92S6Q2A","April 10, 2016",
2016–present,https://kpop.fandom.com//wiki/Jellyfish_Entertainment,Jellyfish Entertainment,https://kpop.fandom.com//wiki/Gugudan,"gugudan,Bonbon Girls 303,Produce Camp 2020",Liú Xiēníng (刘些宁),"Guangdong, China",,,,,,"June 28, 2016",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Sally_(gugudan),Sally,Singer,,,"https://www.instagram.com/sally_lxning/,https://www.weibo.com/gugudansally",,45 kg (99 lb)
2012–2015,https://kpop.fandom.com//wiki/Maroo_Entertainment,Maroo Entertainment,"https://kpop.fandom.com//wiki/1PS,https://kpop.fandom.com//wiki/E2RE","1PS,E2RE",Oh Yu-rim (오유림),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Saeha_(1PS),Saeha,Singer,,,https://www.instagram.com/yuuurm.o/,,
2017–present,https://kpop.fandom.com//wiki/Astory_Entertainment,Astory Entertainment,https://kpop.fandom.com//wiki/FAVORITE_(group),FAVORITE,Kim Se-young (김세영),"Gwacheon, South Korea",O,,,,,"July 5, 2017",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Sae_Bom_(FAVORITE),Sae Bom,Singer,,,https://www.instagram.com/hereiambom/,,48 kg (106 lb)
2018–present,,,https://kpop.fandom.com//wiki/API,API,Shim Jae-yeong (심재영),,,,,,,,,,,https://kpop.fandom.com/wiki/Saebyeok,Saebyeok,Singer,,,,,
2014–present,https://kpop.fandom.com//wiki/Woollim_Entertainment,Woollim Entertainment,"https://kpop.fandom.com//wiki/Lovelyz,https://kpop.fandom.com//wiki/Girls_Next_Door","Lovelyz,Girls Next Door",Ryu Su-jeong (류수정),"Daejeon, South Korea",B,Ryu Su-yeon,[None],,,"November 12, 2014",168 cm (5 ft 6 in),Guitar,,https://kpop.fandom.com/wiki/Ryu_Su_Jeong,Ryu Su Jeong,Singer,,,"https://www.instagram.com/iloveryu._/,https://www.youtube.com/channel/UC7lBEp1OH6utmXAfnraXuhw","May 20, 2020",50 kg (110 lb)
2017–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,"https://kpop.fandom.com//wiki/ITZY,https://kpop.fandom.com//wiki/MIXNINE","ITZY,MIXNINE",Shin Ryu-jin (신류진),"Gangnam-gu, Seoul, South Korea",B,,,,,"February 12, 2019",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Ryujin,Ryujin,"Rapper, singer, actress",,,,,47 kg (104 lb)
2015–present,https://kpop.fandom.com//wiki/Pledis_Entertainment,Pledis Entertainment,https://kpop.fandom.com//wiki/SEVENTEEN,SEVENTEEN,Choi Seung-cheol (최승철),"Daegu, South Korea",AB,,,,,"May 26, 2015",178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/S.Coups,S.Coups,Rapper,,,https://www.instagram.com/sound_of_coups/,,65 kg (143 lb)
2012–present,https://kpop.fandom.com//wiki/Universal_Music_Korea,Universal Music Korea,https://kpop.fandom.com//wiki/EvoL,EvoL,Kwon So-hee (권소희),"Busan, South Korea",B,,,SLAAYER,,"August 10, 2012",170 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/SAAY,SAAY,"Singer, songwriter, model",,,"https://www.facebook.com/saaytheofficial,https://www.instagram.com/saayworld/,https://soundcloud.com/saayworld,https://twitter.com/saayworld,https://www.youtube.com/channel/UCLov8P54xQsySdJxlLIFRUQ","July 28, 2017",
2018–present,https://kpop.fandom.com//wiki/N.CH_Entertainment,n.CH Entertainment,https://kpop.fandom.com//wiki/NATURE,NATURE,Kim Sae-rok (김새록),"Ansan, Gyeonggi-do, South Korea",AB,,,,Red,"August 3, 2018",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Saebom_(NATURE),Saebom,Singer,,,https://www.instagram.com/sae.rxxk/,,47 kg (104 lb)
2010–present,https://kpop.fandom.com//wiki/Star_Empire_Entertainment,Star Empire Entertainment,https://kpop.fandom.com//wiki/9MUSES,9MUSES,Ryu Se-ra (류세라),"Busan, South Korea",A,Ryu Ji-woong,[None],,,"August 12, 2010",168 cm (5 ft 6 in),"Piano, guitar",,https://kpop.fandom.com/wiki/Ryu_Sera,Ryu Sera,"Singer, songwriter, YouTuber",,,"https://www.instagram.com/ryuserasera/,https://twitter.com/ryusera103,https://www.youtube.com/channel/UCEdc9bL-ketM9H6hIxChEPg","August 1, 2015",48 kg (106 lb)
2018–present,https://kpop.fandom.com//wiki/LUK_Factory,LUK Factory,"https://kpop.fandom.com//wiki/NOIR_(group),https://kpop.fandom.com//wiki/Produce_101_Season_2","NOIR,Produce 101 Season 2",Ryu Ho-yeon (유호연),,O,,,,,"April 9, 2018",178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Ryu_Hoyeon,Ryu Hoyeon,"Dancer, singer, rapper",,,"https://www.instagram.com/hyeony__98/,https://www.youtube.com/channel/UCf173eJtNMgs34D3t63VWpg",,62 kg (137 lb)
2021–present,,,https://kpop.fandom.com//wiki/My_Teenage_Girl,My Teenage Girl,Ryou Jayhyun (유재현),South Korea,O,,,,,,,,,https://kpop.fandom.com/wiki/Ryou_Jayhyun,Ryou Jayhyun,Trainee,,,,,
2019–present,,,https://kpop.fandom.com//wiki/HitGirlz,HitGirlz,Ueno Ryōka (上野 怜香),"Takikawa, Hokkaido, Japan",,,,,,,,,,https://kpop.fandom.com/wiki/Ryoka,Ryoka,"Dancer, singer",,,https://www.instagram.com/ryokariel/,,
2005–present,"https://kpop.fandom.com//wiki/SM_Entertainment,https://kpop.fandom.com//wiki/Label_SJ","SM Entertainment,Label SJ","https://kpop.fandom.com//wiki/SUPER_JUNIOR,https://kpop.fandom.com//wiki/SUPER_JUNIOR-K.R.Y.,https://kpop.fandom.com//wiki/SUPER_JUNIOR-M","SUPER JUNIOR,SUPER JUNIOR-K.R.Y.,SUPER JUNIOR-M",Kim Ryeo-wook (김려욱),"Incheon, South Korea",O,Kim Jung-wook (cousin),[None],Ryeosomniac,,"November 6, 2005",173 cm (5 ft 8 in),Piano,,https://kpop.fandom.com/wiki/Ryeowook,Ryeowook,"Singer, songwriter, actor, radio DJ",https://kpop.fandom.com//wiki/Ari_(Tahiti),Ari,"https://twitter.com/9ryeong9,https://www.youtube.com/channel/UC78EgjVM1G7HucXypfB94Fw","January 28, 2016",58 kg (128 lb)
2013–present,,,"https://kpop.fandom.com//wiki/PRISM_(group),https://kpop.fandom.com//wiki/Blady,https://kpop.fandom.com//wiki/Produce_101","PRISM,Blady,Produce 101",Ham Ye-ji (함예지),"Goyang, Gyeonggi-do, South Korea",,,,,,,167 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Ryeowon_(PRISM),Ryeowon,Singer,,,,,
2019-present,,,https://kpop.fandom.com//wiki/SUPERKIDS,SUPERKIDS,Kuo Yu-t'eng (郭宥騰),Taiwan,O,,,,,"December 5, 2019",137 cm (4 ft 6 in),,,https://kpop.fandom.com/wiki/Ryan_(SUPERKIDS),Ryan,Singer,,,https://www.instagram.com/super_kids_ryan/,,29 kg (64 lb)
2021–present,"https://kpop.fandom.com//wiki/BlockBerryCreative,https://kpop.fandom.com//wiki/Polaris_Entertainment,https://kpop.fandom.com//wiki/MYSTIC_Story","BlockBerryCreative,Polaris Entertainment,MYSTIC Story","https://kpop.fandom.com//wiki/Bebez,https://kpop.fandom.com//wiki/Polaris_Junior,https://kpop.fandom.com//wiki/Girls_Planet_999","Bebez,Polaris Junior,Girls Planet 999",Ryu Si-on (류시온),"Daegu, South Korea",,,,,,,158 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Ryu_Sion,Ryu Sion,Trainee,,,,,
2013–2016,,,https://kpop.fandom.com//wiki/TREN-D,TREN-D,Kang Yoon-kyung (강윤경),"Gwangju, South Korea",A,,,,,,160.2 cm (5 ft 3.1 in),,Kang Tae-ri (강태리),https://kpop.fandom.com/wiki/Ruru_(TREN-D),Ruru,"Model, social media influencer",,,https://www.instagram.com/taeri__taeri/,,40 kg (88 lb)
2016–2017,,,https://kpop.fandom.com//wiki/O21,"Bibimbap,O21",Qiū Lùqíng (邱路晴),"Shanghai, China",,,,,,,,,,https://kpop.fandom.com/wiki/RuRu_(O21),RuRu,Singer,,,https://www.weibo.com/qiuyilu,,
2019–present,,,https://kpop.fandom.com//wiki/SKYGIRLS,SKYGIRLS,,Japan,,,,,,,,,,https://kpop.fandom.com/wiki/Runa,Runa,"Singer,rapper",,,"https://www.instagram.com/g_runa2/,https://twitter.com/RuNa_sky27",,
2015–present,,,https://kpop.fandom.com//wiki/Unicorn_(group),Unicorn,Seol Ah Reum (설아름),"Busan, South Korea",O,,,,,,160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Rumi_(Unicorn),Rumi,Singer,,,,,42 kg (93 lb)
2019–present,,M Flow Entertainment,https://kpop.fandom.com//wiki/DELUXE,DELUXE,Kantheepop Sirorattanaphanit (กัณต์ธีภพ ศิโรรัตนพาณิชย์),"Ratchaburi, Thailand",,,,,,"May 22, 2019",,,,https://kpop.fandom.com/wiki/Run_(DELUXE),Run,"Actor, singer",,,"https://www.instagram.com/run_kantheephop/,https://twitter.com/run_kantheephop,https://www.youtube.com/user/Ranzkoong",,
2010–present,,,,,Jhun Se-woon (전세원),,,,,,,,,,,https://kpop.fandom.com/wiki/Ryan_Jhun,Ryan Jhun,"Producer, songwriter",,,"https://www.instagram.com/ryansjhun/,https://twitter.com/ryanjhun",,
2019–present,,,https://kpop.fandom.com//wiki/Honey_Popcorn,Honey Popcorn,Tajima Ruka (田島 瑠夏),"Tokyo, Japan",,,,,Pastel Purple,"July 5, 2019",,,,https://kpop.fandom.com/wiki/Ruka_Tajima,Ruka Tajima,Singer,,,,,
2018–present,,,"https://kpop.fandom.com//wiki/Seven_O%27clock,https://kpop.fandom.com//wiki/Wild_Idol,https://kpop.fandom.com//wiki/Under_Nineteen","Seven O'clock,Wild Idol,Under Nineteen",Jang Rui (장루이),"Seoul, South Korea",O,,,,,"November 12, 2019",178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Rui_(Seven_O%27clock),Rui,Rapper,,,"https://www.instagram.com/ryuuji_rui/,https://twitter.com/Info_Forest_Rui,https://www.youtube.com/channel/UCAmmYj6qU2mP4V9DQiJ3CXA",,63 kg (139 lb)
2018–2019,,,https://kpop.fandom.com//wiki/FALLANC,FALLANC,Lee Ru-ha (리루하),,,,,,,,181 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Ruha,Ruha,"Drummer, DJ",,,https://www.instagram.com/ruha__official/,,
2016–present,https://kpop.fandom.com//wiki/New_Planet_Entertainment,New Planet Entertainment,"https://kpop.fandom.com//wiki/H.U.B,https://kpop.fandom.com//wiki/MIXNINE,https://kpop.fandom.com//wiki/N-Bulance","H.U.B,MIXNINE,N-Bulance",Watanabe Rui (渡辺 るい),"Kyoto, Japan",AB,,,,,"February 9, 2017",171 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Rui_(H.U.B),Rui,Rapper,,,"https://www.facebook.com/루이-102696380525241,https://www.instagram.com/rui_1oo8/,https://twitter.com/_Rui_1008_,https://www.youtube.com/channel/UCOt-Zo8Olaj_6Y2OJQvFypg","August 17, 2016",
2016–present,https://kpop.fandom.com//wiki/Liveworks_Company,Liveworks Company,"https://kpop.fandom.com//wiki/1TEAM,https://kpop.fandom.com//wiki/MIXNINE,https://kpop.fandom.com//wiki/BOYS24_(group),https://kpop.fandom.com//wiki/BOYS24_(show)","1TEAM,MIXNINE,BOYS24,BOYS24",Lee Hae-joon (이해준),"Daejeon, South Korea",AB,,,,,"March 27, 2019",179 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Rubin,Rubin,"Singer, Tattoo Artist",,,https://www.instagram.com/irubin_/,,55 kg (121 lb)
2015–present,,,,,Ōyama Ruan (大山 琉杏),"Osaka Prefecture, Japan",,,,,,,,"Vocal, guitar, piano",,https://kpop.fandom.com/wiki/RUANN,RUANN,Singer-songwriter,,,"https://www.instagram.com/ruanngogoworld/,https://twitter.com/ruanngogoworld,https://www.youtube.com/channel/UC0x0dCEZkltvaPQHd9kuXIQ,https://channels.vlive.tv/AD6A39,https://soundcloud.com/user-7081334","September 10, 2018",
2018–present,https://kpop.fandom.com//wiki/YG_Entertainment,YG Entertainment,https://kpop.fandom.com//wiki/Produce_48,Produce 48,Park Seo-young (박서영),South Korea,B,,,ROYAL,,,162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Roya,Roya,"Singer, songwriter, composer",,,"https://www.instagram.com/royapark/,https://soundcloud.com/real-roya,https://www.youtube.com/channel/UCDjWNq5dUlcWu7YSSDSUTFA","May 9, 2020",43 kg (95 lb)
2019–present,https://kpop.fandom.com//wiki/Zenith_Media_Contents,Zenith Media Contents,https://kpop.fandom.com//wiki/Z-Boys,Z-Boys,Nguyễn Hải Hoài Bảo,Vietnam,,,,,,"February 22, 2019",175 cm,,,https://kpop.fandom.com/wiki/Roy_(Z-Boys),Roy,Singer,,,https://www.instagram.com/hoaibao3108/,,64 kg
2018–present,https://kpop.fandom.com//wiki/Hyunda_Company,Hyunda Company,"https://kpop.fandom.com//wiki/YULiONi,https://kpop.fandom.com//wiki/Baby_Boo","YULiONi,Baby Boo",Lee Ru-ri (이루리),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Roori,Roori,Singer,,,https://www.instagram.com/princexxzz/,,
2016–present,https://kpop.fandom.com//wiki/YG_Entertainment,YG Entertainment,"https://kpop.fandom.com//wiki/BLACKPINK,https://kpop.fandom.com//wiki/YG_Family","BLACKPINK,YG Family",Roseanne Park,"Auckland, New Zealand",B,Alice Park,[None],,,"August 8, 2016",168.7 cm (5 ft 6.4 in),"Guitar, piano",,https://kpop.fandom.com/wiki/Ros%C3%A9,Rosé,"Singer, lyricist",,,"https://www.instagram.com/roses_are_rosie/,https://www.youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g,https://www.tiktok.com/@roses_are_rosie","March 12, 2021",46 kg (101 lb)
2018–present,,,https://kpop.fandom.com//wiki/Melody_Pink,Melody Pink,Kim Hye-yeon (김혜연),,,,,,,"October 4, 2018",157 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Rookie_(Melody_Pink),Rookie,Rapper,,,https://www.instagram.com/yean_o__o/,,
2018–present,,,"https://kpop.fandom.com//wiki/ATEEN,https://kpop.fandom.com//wiki/B.I.T_(2019_group)","ATEEN,B.I.T",Jeong Hyeon-seok (정현석),,,,,,,,,,,https://kpop.fandom.com/wiki/Rookie_(ATEEN),Rookie,Trainee,,,https://www.instagram.com/imjust_hh/,,
2020–present,https://kpop.fandom.com//wiki/E_Entertainment,E Entertainment,"https://kpop.fandom.com//wiki/E%27LAST,https://kpop.fandom.com//wiki/E%27LAST_U","E'LAST,E'LAST U",Choi Young-min (최영민),,A,,,,,"June 9, 2020",179 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Romin,Romin,Singer,,,,,58 kg (128 lb)
2014-present,https://kpop.fandom.com//wiki/KJ_Music_Entertainment,KJ Music Entertainment,https://kpop.fandom.com//wiki/TARGET,TARGET,Joo Young-woong (주영웅),,A,,,,,"December 20, 2017",176 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Roi_(TARGET),Roi,Singer,,,https://www.instagram.com/trgt_roi/,,55 kg (121 lb)
2012–present,"https://kpop.fandom.com//wiki/WAKEONE,https://kpop.fandom.com//wiki/Stone_Music_Entertainment,https://kpop.fandom.com//wiki/MMO_Entertainment,https://kpop.fandom.com//wiki/CJ_E%26M_Music,https://kpop.fandom.com/#cite_note-1","WAKEONE,Stone Music Entertainment,MMO Entertainment,CJ E&M Music,[1]",,,Kim Sang-woo (김상우),"Seoul, South Korea",A,,,Royroses,,,,,,https://kpop.fandom.com/wiki/Roy_Kim,Roy Kim,"Singer, songwriter",,,,,
2014–present,,,"https://kpop.fandom.com//wiki/HOTSHOT,https://kpop.fandom.com//wiki/JBJ,https://kpop.fandom.com//wiki/Produce_101_Season_2","HOTSHOT,JBJ,Produce 101 Season 2",,"Seoul, South Korea",A,,,,,"October 29, 2014",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Roh_Tae_Hyun,Roh Tae Hyun,"Singer-songwriter, dancer, rapper",,,"http://cafe.daum.net/ROHTAEHYUN,https://www.instagram.com/official.rohtaehyun/,https://www.instagram.com/roh_taehyun/,https://twitter.com/RTH_officialtwt,https://channels.vlive.tv/BB7877,https://www.youtube.com/channel/UCfBhT9MKflh2Br_Tk5HK3pQ","January 24, 2019",55 kg (121 lb)
2019–present,https://kpop.fandom.com//wiki/Inmedia,Inmedia,"https://kpop.fandom.com//wiki/MEGAMAX,https://kpop.fandom.com//wiki/PLATINUM78","MEGAMAX,PLATINUM78",Kim San (김산),,,,,,Aqua,"September 8, 2021",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Rohan,Rohan,Singer,,,https://www.instagram.com/rohan.mgx/,,55 kg (121 lb)
2017–present,"https://kpop.fandom.com//wiki/Pledis_Entertainment,https://kpop.fandom.com//wiki/Off_The_Record_Entertainment,https://kpop.fandom.com//wiki/Stone_Music_Entertainment","Pledis Entertainment,Off The Record Entertainment,Stone Music Entertainment","https://kpop.fandom.com//wiki/Fromis_9,https://kpop.fandom.com//wiki/Idol_School","fromis_9,Idol School",Roh Ji-sun (노지선),"Seoul, South Korea",B,"Roh Myung-chul,Roh Ji-sung","[None, None]",,,"January 24, 2018",158 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Roh_Jisun,Roh Jisun,Singer,,,https://www.instagram.com/rosieline_/,,46 kg (101 lb)
2016–present,https://kpop.fandom.com//wiki/Zenith_Media_Contents,Zenith Media Contents,https://kpop.fandom.com//wiki/WANNA.B,WANNA.B,Lee Min-ji (이민지),"Anyang, South Korea",,,,,,"June 28, 2016",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Roeun,Roeun,"Singer, showhost, YouTuber",,,"https://www.instagram.com/lxxsoyou/,https://www.youtube.com/channel/UCP8DSfqqO-YAySX0-Y8B-8g",,
2018–2020,,,https://kpop.fandom.com//wiki/ARGON,ARGON,Kim Sun-ho (김선호),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Roel,Roel,Singer,,,,,
2015–present,https://kpop.fandom.com//wiki/Fantagio,Fantagio,https://kpop.fandom.com//wiki/ASTRO,ASTRO,Park Min-hyuk (박민혁),"Jinju, Gyeongsangnam-do, South Korea",O,,,,,"February 23, 2016",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Rocky,Rocky,"Singer, rapper, dancer",,,https://www.instagram.com/minhyuk202523/,,63 kg (139 lb)
2017–present,,,"https://kpop.fandom.com//wiki/M.O.N.T,https://kpop.fandom.com//wiki/MIXNINE","M.O.N.T,MIXNINE",Shin Joong-min (신중민),"Ganghwa Island, South Korea",B,,,,,"January 4, 2019",179 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Roda,Roda,"Rapper, songwriter, composer",,,,"March 26, 2021",60 kg (130 lb)
2021–present,,,https://kpop.fandom.com//wiki/Witchers,Witchers,Ahn Ji-in (안지인),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Roa_(Witchers),Roa,Trainee,,,https://www.instagram.com/dksbbb_/,,
2019–present,https://kpop.fandom.com//wiki/N.CH_Entertainment,n.CH Entertainment,"https://kpop.fandom.com//wiki/CAP-TEEN,https://kpop.fandom.com//wiki/World_Klass","CAP-TEEN,World Klass",,Australia,A,,,,,,,,,https://kpop.fandom.com/wiki/Robin_(trainee),Robin,Trainee,,,,,
2017–present,,,https://kpop.fandom.com//wiki/DAILY_(group),DAILY,Ji-eun (지은),South Korea,B,,,,,,156 cm (5 ft 1 in),,,https://kpop.fandom.com/wiki/ROA_(singer),ROA,Singer,,,"https://www.instagram.com/roa._.official/,https://www.youtube.com/channel/UCpBJ79_P-pPLxGqWav8FZxQ","April 24, 2017",
2021–present,https://kpop.fandom.com//wiki/SRP_Entertainment,SRP Entertainment,https://kpop.fandom.com//wiki/Rocking_Doll,Rocking Doll,Kim Hye-in (김혜인),South Korea,,,,,,"December 19, 2021",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Roa_(Rocking_Doll),Roa,Singer,,,,,
2016–present,,,"https://kpop.fandom.com//wiki/Queendom_(group),https://kpop.fandom.com//wiki/Ramisu","Queendom (group),Ramisu",Lim Ji-hyun (임지현),"Seoul, South Korea",A,,,,,Queendom,160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Roa_(Ramisu),Roa,"Dancer, model, rapper and singer",,,"https://www.instagram.com/lim.roa/,https://twitter.com/ROA_ss",,43 kg (95 lb)
2016–2017,,,https://kpop.fandom.com//wiki/OhBliss,OhBliss,Ryu Hyeon-joo (류현주),,,,,,,,,,,https://kpop.fandom.com/wiki/Roa_(Oh!Bliss),Roa,Singer,,,"https://www.instagram.com/ryuhyeonjoo/,https://www.youtube.com/channel/UCEL690JaT4MDXwa9YsnHllg",,
2016–present,https://kpop.fandom.com//wiki/FNC_Entertainment,FNC Entertainment,https://kpop.fandom.com//wiki/SF9,SF9,Kim Seok-woo (김석우),"Seoul, South Korea",B,,,,,"October 5, 2016",189 cm (6 ft 2 in),,,https://kpop.fandom.com/wiki/Ro_Woon,Ro Woon,"Singer, lyricist, actor",,,https://www.instagram.com/ewsbdi/,,74 kg (163 lb)
2009–2014,"https://kpop.fandom.com//wiki/Polaris_Entertainment,https://kpop.fandom.com//wiki/KeyEast","Polaris Entertainment,KeyEast",https://kpop.fandom.com//wiki/LADIES%27_CODE,LADIES' CODE,Kwon Ri-se (권리세),"Fukushima, Japan",B,Kwon Riae,[None],,,"March 7, 2013",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/RiSe,RiSe,"Singer, model",,,,,45 kg (99 lb)
